7.186698727309703827e-03 1.409665346145629883e+00 7.279196381568908691e-01 -5.578089505434036255e-02 -8.320813067257404327e-03 -1.648847162723541260e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.428327523171901703e-02 1.407824039459228516e+00 7.156028151512145996e-01 -8.188472688198089600e-02 -1.419699098914861679e-02 -1.175340637564659119e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.128477022051811218e-02 1.405393719673156738e+00 7.036595940589904785e-01 -1.080507338047027588e-01 -1.766847260296344757e-02 -6.943601369857788086e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.822475507855415344e-02 1.402361989021301270e+00 6.959475278854370117e-01 -1.347654163837432861e-01 -1.959241367876529694e-02 -3.848219662904739380e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.508510440587997437e-02 1.398723602294921875e+00 6.859620809555053711e-01 -1.617038995027542114e-01 -1.951502263545989990e-02 1.547827385365962982e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.186820983886718750e-02 1.394475698471069336e+00 6.762648820877075195e-01 -1.887698322534561157e-01 -1.749744638800621033e-02 4.035539925098419189e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.858579486608505249e-02 1.389637947082519531e+00 6.680623888969421387e-01 -2.149795740842819214e-01 -1.383459754288196564e-02 7.326365262269973755e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.521144717931747437e-02 1.384195804595947266e+00 6.565189361572265625e-01 -2.418254762887954712e-01 -7.861495949327945709e-03 1.194730401039123535e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.173877790570259094e-02 1.378151774406433105e+00 6.441984772682189941e-01 -2.686032652854919434e-01 5.761632346548140049e-04 1.687689423561096191e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.820020824670791626e-02 1.371510982513427734e+00 6.359430551528930664e-01 -2.951780557632446289e-01 1.066156756132841110e-02 2.017266750335693359e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.457856833934783936e-02 1.364262938499450684e+00 6.255376935005187988e-01 -3.222628235816955566e-01 2.282676659524440765e-02 2.433260679244995117e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.088254928588867188e-02 1.356415867805480957e+00 6.162120103836059570e-01 -3.490376472473144531e-01 3.685166686773300171e-02 2.805238664150238037e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.712587505578994751e-02 1.347976207733154297e+00 6.086325049400329590e-01 -3.755508065223693848e-01 5.238130688667297363e-02 3.106213212013244629e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.327630698680877686e-02 1.338924169540405273e+00 5.970173478126525879e-01 -4.030466973781585693e-01 7.024022191762924194e-02 3.572111725807189941e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.934397041797637939e-02 1.329263687133789062e+00 5.866628289222717285e-01 -4.304125607013702393e-01 9.017311036586761475e-02 3.986940979957580566e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.053180694580078125e-01 1.318993687629699707e+00 5.749853849411010742e-01 -4.579631090164184570e-01 1.124510914087295532e-01 4.456001222133636475e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.113594993948936462e-01 1.308133244514465332e+00 5.834845304489135742e-01 -4.843711555004119873e-01 1.330073922872543335e-01 4.111638069152832031e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.174777001142501831e-01 1.296686410903930664e+00 5.932223200798034668e-01 -5.105139613151550293e-01 1.515884846448898315e-01 3.716559410095214844e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.236809715628623962e-01 1.284661531448364258e+00 6.039556860923767090e-01 -5.361894369125366211e-01 1.679728627204895020e-01 3.277174532413482666e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.299696862697601318e-01 1.272055864334106445e+00 6.147342920303344727e-01 -5.619127750396728516e-01 1.821562349796295166e-01 2.836937308311462402e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.361637115478515625e-01 1.259511590003967285e+00 6.053496599197387695e-01 -5.593104958534240723e-01 1.962778419256210327e-01 2.824580967426300049e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.424737870693206787e-01 1.246979594230651855e+00 6.187613606452941895e-01 -5.586521029472351074e-01 2.086379677057266235e-01 2.472250014543533325e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.487169265747070312e-01 1.235016942024230957e+00 6.098296642303466797e-01 -5.337816476821899414e-01 2.232874631881713867e-01 2.930160164833068848e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.550994813442230225e-01 1.223085761070251465e+00 6.255677342414855957e-01 -5.322512388229370117e-01 2.361709177494049072e-01 2.576925754547119141e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.614470481872558594e-01 1.211414933204650879e+00 6.200076341629028320e-01 -5.211322307586669922e-01 2.511720657348632812e-01 3.000497519969940186e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.677004843950271606e-01 1.200512647628784180e+00 6.129314899444580078e-01 -4.867177605628967285e-01 2.638447582721710205e-01 2.534680366516113281e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.737941801548004150e-01 1.189609169960021973e+00 5.968565344810485840e-01 -4.868997931480407715e-01 2.766593694686889648e-01 2.562924027442932129e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.796399056911468506e-01 1.179355859756469727e+00 5.742192268371582031e-01 -4.577024281024932861e-01 2.873029112815856934e-01 2.128707915544509888e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.851153373718261719e-01 1.169795155525207520e+00 5.394731760025024414e-01 -4.265358746051788330e-01 2.956183254718780518e-01 1.663081049919128418e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.902951300144195557e-01 1.160845637321472168e+00 5.120868086814880371e-01 -3.989643156528472900e-01 3.017049729824066162e-01 1.217329949140548706e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.955844908952713013e-01 1.152003884315490723e+00 5.240820646286010742e-01 -3.939796984195709229e-01 3.067330121994018555e-01 1.005607694387435913e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.007410973310470581e-01 1.143562436103820801e+00 5.086063742637634277e-01 -3.766805827617645264e-01 3.140446841716766357e-01 1.462333649396896362e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.059713304042816162e-01 1.135403275489807129e+00 5.176777243614196777e-01 -3.637990355491638184e-01 3.196026682853698730e-01 1.111599355936050415e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.108780890703201294e-01 1.127068281173706055e+00 4.836455881595611572e-01 -3.720168173313140869e-01 3.269211053848266602e-01 1.463689655065536499e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.155620604753494263e-01 1.119231343269348145e+00 4.634322524070739746e-01 -3.494370281696319580e-01 3.321088552474975586e-01 1.037548184394836426e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.199440896511077881e-01 1.112149119377136230e+00 4.344553947448730469e-01 -3.156373202800750732e-01 3.360252976417541504e-01 7.832865417003631592e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.240920960903167725e-01 1.105846643447875977e+00 4.090555310249328613e-01 -2.814616262912750244e-01 3.420251607894897461e-01 1.199973821640014648e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.279652655124664307e-01 1.100189924240112305e+00 3.836395442485809326e-01 -2.522860765457153320e-01 3.458846509456634521e-01 7.718988507986068726e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.315169274806976318e-01 1.095003604888916016e+00 3.517562747001647949e-01 -2.313298583030700684e-01 3.494638502597808838e-01 7.158394902944564819e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.347396910190582275e-01 1.090449571609497070e+00 3.202144205570220947e-01 -2.029044926166534424e-01 3.516304790973663330e-01 4.333275929093360901e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.377683669328689575e-01 1.086089968681335449e+00 3.026168048381805420e-01 -1.938157379627227783e-01 3.518933951854705811e-01 5.258231423795223236e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.405122816562652588e-01 1.082592368125915527e+00 2.758983075618743896e-01 -1.550772190093994141e-01 3.503100574016571045e-01 -3.166694566607475281e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.431017905473709106e-01 1.079375386238098145e+00 2.622596323490142822e-01 -1.421720832586288452e-01 3.468286991119384766e-01 -6.962709128856658936e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.453313767910003662e-01 1.076671719551086426e+00 2.283012866973876953e-01 -1.188845261931419373e-01 3.412314951419830322e-01 -1.119438037276268005e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.471541464328765869e-01 1.074735283851623535e+00 1.896635591983795166e-01 -8.434184640645980835e-02 3.334999680519104004e-01 -1.546306759119033813e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.487650811672210693e-01 1.073591947555541992e+00 1.698019802570343018e-01 -4.882887750864028931e-02 3.244090974330902100e-01 -1.818176805973052979e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.501218914985656738e-01 1.072970390319824219e+00 1.426195204257965088e-01 -2.608552947640419006e-02 3.171867728233337402e-01 -1.444467455148696899e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.514114379882812500e-01 1.072461485862731934e+00 1.340693980455398560e-01 -2.150589041411876678e-02 3.118790686130523682e-01 -1.061541289091110229e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.524009644985198975e-01 1.072713971138000488e+00 1.041112765669822693e-01 1.231795083731412888e-02 3.065386712551116943e-01 -1.068085059523582458e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.529761195182800293e-01 1.073706984519958496e+00 6.323380768299102783e-02 4.533205553889274597e-02 3.006181716918945312e-01 -1.184102296829223633e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.532900869846343994e-01 1.075350761413574219e+00 3.574744611978530884e-02 7.395160198211669922e-02 2.961242794990539551e-01 -8.987781405448913574e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.535339295864105225e-01 1.076368927955627441e+00 2.694411948323249817e-02 4.576296359300613403e-02 2.934842109680175781e-01 -5.280113965272903442e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.536730766296386719e-01 1.077282667160034180e+00 1.650285720825195312e-02 4.113775119185447693e-02 2.908232212066650391e-01 -5.321969836950302124e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.535548210144042969e-01 1.078450441360473633e+00 -8.871279656887054443e-03 5.248099938035011292e-02 2.877760827541351318e-01 -6.094204261898994446e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.534364759922027588e-01 1.079018235206604004e+00 -8.870944380760192871e-03 2.581358514726161957e-02 2.847289741039276123e-01 -6.094200536608695984e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.529086172580718994e-01 1.080136775970458984e+00 -4.902935028076171875e-02 5.044532567262649536e-02 2.808609008789062500e-01 -7.736165821552276611e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.523806691169738770e-01 1.080655574798583984e+00 -4.902882128953933716e-02 2.377744950354099274e-02 2.769928276538848877e-01 -7.736154645681381226e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.518526017665863037e-01 1.080574512481689453e+00 -4.902829974889755249e-02 -2.890427829697728157e-03 2.731247842311859131e-01 -7.736150175333023071e-02 0.000000000000000000e+00 0.000000000000000000e+00
